1;1;1;2;false
2;1;3;4;false
3;2;5;1;false
4;2;3;2;false
5;3;4;5;false
6;3;1;3;false
7;4;2;5;false
8;4;4;1;false
9;5;5;3;false
10;5;2;4;false
