1;1;1;2;false
2;1;3;4;false
3;1;5;6;false
4;2;2;7;false
5;2;4;1;false
6;2;6;3;false
7;3;7;5;false
8;3;2;4;false
9;3;1;6;false
10;4;3;7;false
11;4;5;2;false
12;4;6;4;false
13;5;7;1;false
14;5;5;3;false
15;5;2;6;false
16;6;7;4;false
17;6;1;5;false
18;6;3;2;false
19;7;6;7;false
20;7;5;4;false
21;7;3;1;false
