1;1;1;2
2;1;3;4
3;1;5;6
4;2;1;3
5;2;2;5
6;2;6;4
7;3;3;2
8;3;5;4
9;3;1;6
10;4;3;5
11;4;2;6
12;4;4;1
13;5;6;3
14;5;1;5
15;5;4;2
